Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Nelfy Ynfante","STL",0.041,0.075,0.0373,5.80446,0.3775,0.1325,0,0,1,4.63,1.128,0.6868,0.64494,0.163222,0.5642,,0.0478,0.5731,5.1579,5.0778,1.01577,1.469,0.12378,0.121857,0.0019222497940063477,0.280737,1.6922,0.293989,0.686895,0.41066,,5.97817,-0.0000999029,-0.000679999,999,,,,"sa3019149"
"Cristopher Castro","TOR",0.0417,0.0785,0.0479,5.72589,0.2381,0.1621,0,0,1,4.682,1.1129,0.6796,0.63621,0.153556,0.629,,0.0459,0.6043,5.4387,5.661,0.960731,1.382,0.129069,0.134344,-0.005275517702102661,0.277732,1.7419,0.295252,0.695713,0.426063,,5.9788,-0.0000999029,-0.000679999,999,,,,"sa3016218"
"Casey Steward","PHI",0.0436,0.0777,0.0497,5.79159,0.1911,0.1721,0,0,1,4.614,1.1149,0.6866,0.64351,0.165111,0.5707,,0.0536,0.6034,5.4306,5.1363,1.0573,1.486,0.130776,0.123689,0.00708712637424469,0.279445,1.6856,0.294857,0.68686,0.43765,,5.97902,-0.0000999029,-0.000679999,999,,,,"sa3023253"
"Wyatt Hudepohl","NYM",0.0434,0.0778,0.0488,5.82012,0.1985,0.1705,0,0,1,4.64,1.1208,0.689,0.64668,0.167667,0.5729,,0.0444,0.6089,5.4801,5.1561,1.06284,1.509,0.131228,0.12347,0.007758617401123047,0.278619,1.6937,0.293621,0.688638,0.417125,,5.98025,-0.0000999029,-0.000679999,999,,,,"sa3023442"
"Enmanuel Pinales","SDP",0.0439,0.0777,0.0506,5.77674,0.1829,0.1739,0,0,1,4.53,1.1131,0.6797,0.64186,0.193222,0.472,,0.0426,0.6208,5.5872,4.248,1.31525,1.739,0.137042,0.104194,0.03284768760204315,0.277208,1.5851,0.287338,0.688732,0.3646,,5.98057,-0.0000999029,-0.000679999,999,,,,"sa3018832"
"Mason Albright","COL",0.0369,0.0851,0.0435,6.14376,0.1829,0.1739,0,0,1,4.551,1.2085,0.7205,0.68264,0.205222,0.3992,,0.0427,0.5882,5.2938,3.5928,1.47345,1.847,0.129246,0.087717,0.041529327630996704,0.294103,1.6077,0.302586,0.671923,0.365072,,5.98367,-0.0000999029,-0.000679999,999,,,,"sa3017847"
"Dylan Castaneda",,0.04,0.0751,0.0339,5.93748,0.4096,0.1256,0,0,1,4.656,1.1459,0.7023,0.65972,0.163667,0.5774,,0.0455,0.589,5.301,5.1966,1.02009,1.473,0.126503,0.124012,0.002491392195224762,0.284124,1.7233,0.299422,0.683324,0.422017,,5.98485,-0.0000999029,-0.000679999,999,,,,"sa3011731"
"Shane Davis",,0.0402,0.0814,0.0469,5.95044,0.1886,0.1726,0,0,1,4.628,1.1372,0.7021,0.66116,0.174,0.5491,,0.0443,0.6118,5.5062,4.9419,1.11419,1.566,0.132195,0.118647,0.013547971844673157,0.281862,1.6863,0.296479,0.682193,0.399004,,5.98508,-0.0000999029,-0.000679999,999,,,,"sa3015007"
"Nolan Perry","TOR",0.04,0.082,0.0486,5.90895,0.1754,0.1754,0,0,1,4.675,1.106,0.6987,0.65655,0.163,0.6236,,0.0453,0.6528,5.8752,5.6124,1.04682,1.467,0.139636,0.13339,0.006246000528335571,0.276079,1.7296,0.295583,0.686626,0.41003,,5.98658,-0.0000999029,-0.000679999,999,,,,"sa3021476"
"Case Williams","COL",0.0353,0.0869,0.0411,6.29784,0.1754,0.1754,0,0,1,4.558,1.2114,0.7377,0.69976,0.209111,0.4029,,0.046,0.6217,5.5953,3.6261,1.54306,1.882,0.136398,0.088394,0.048003509640693665,0.294809,1.6143,0.305735,0.663315,0.371105,,5.98822,-0.0000999029,-0.000679999,999,,,,"sa3015013"
"Noble Meyer","MIA",0.0356,0.0863,0.0466,5.97726,0.1845,0.1735,0,0,1,4.685,1.0921,0.7051,0.66414,0.163222,0.6443,,0.0554,0.6963,6.2667,5.7987,1.08071,1.469,0.148623,0.137524,0.011099264025688171,0.274032,1.7364,0.297167,0.683936,0.395893,,5.99487,-0.0000999029,-0.000679999,999,,,,"sa3022945"
"Estibenzon Jimenez","PHI",0.0431,0.075,0.0413,5.80158,0.3049,0.1479,0,0,1,4.557,1.1285,0.6847,0.64462,0.184556,0.4778,,0.0561,0.586,5.274,4.3002,1.22645,1.661,0.128593,0.10485,0.02374368906021118,0.280505,1.6063,0.290217,0.683719,0.39819,,5.9954,-0.0000999029,-0.000679999,999,,,,"sa3015983"
"Frank Mozzicato","KCR",0.0427,0.0792,0.051,5.78277,0.1754,0.1754,0,0,1,4.684,1.0794,0.6842,0.64253,0.150778,0.6778,,0.0419,0.6451,5.8059,6.1002,0.951756,1.357,0.137724,0.144705,-0.006981223821640015,0.27228,1.7572,0.293087,0.693999,0.395687,,5.99549,-0.0000999029,-0.000679999,999,,,,"sa3018242"
"Brock Porter","TEX",0.0419,0.0793,0.0474,5.88906,0.1969,0.1709,0,0,1,4.67,1.0823,0.6949,0.65434,0.170778,0.6211,,0.0624,0.7198,6.4782,5.5899,1.15891,1.537,0.154133,0.132998,0.02113489806652069,0.271491,1.7034,0.294427,0.68872,0.394886,,5.99749,-0.0000999029,-0.000679999,999,,,,"sa3020708"
"Pablo Aldonis","WSN",0.04,0.082,0.0525,5.7078,0.1754,0.1754,0,0,1,4.61,1.1066,0.6749,0.6342,0.167,0.5681,,0.0455,0.5879,5.2911,5.1129,1.03485,1.503,0.127527,0.123232,0.0042950063943862915,0.276899,1.6747,0.289866,0.693872,0.392621,,6.00248,-0.0000999029,-0.000679999,999,,,,"sa3018289"
"Wilian Bormie","TEX",0.0415,0.0739,0.0344,5.85108,0.4005,0.1275,0,0,1,4.663,1.0904,0.6912,0.65012,0.169333,0.6261,,0.0448,0.6879,6.1911,5.6349,1.09871,1.524,0.147523,0.13427,0.013253271579742432,0.273139,1.7165,0.293814,0.693036,0.399843,,6.00471,-0.0000999029,-0.000679999,999,,,,"sa3020327"
"Blake Wolters","KCR",0.0388,0.0833,0.0441,6.1425,0.1754,0.1754,0,0,1,4.675,1.1947,0.7263,0.6825,0.156667,0.5603,,0.046,0.5078,4.5702,5.0427,0.9063,1.41,0.10862,0.11985,-0.011229947209358215,0.293632,1.755,0.304924,0.669872,0.43166,,6.00645,-0.0000999029,-0.000679999,999,,,,"sa3023513"
"Engert Garcia","TBR",0.039,0.0757,0.0335,5.86008,0.4245,0.1225,0,0,1,4.652,1.1266,0.6943,0.65112,0.158444,0.5958,,0.0496,0.578,5.202,5.3622,0.970124,1.426,0.124248,0.128074,-0.0038263052701950073,0.281186,1.7224,0.296058,0.685136,0.431528,,6.00646,-0.0000999029,-0.000679999,999,,,,"sa3021817"
"Paulshawn Pasqualotto","MIN",0.0385,0.0762,0.0301,6.06528,0.4311,0.1211,0,0,1,4.657,1.171,0.7155,0.67392,0.17,0.54,,0.0499,0.5687,5.1183,4.86,1.05315,1.53,0.122117,0.115954,0.006162762641906738,0.28792,1.711,0.300745,0.675832,0.407564,,6.00878,-0.0000999029,-0.000679999,999,,,,"sa3023476"
"Kevin Valdez","CHC",0.0408,0.0784,0.0427,5.90904,0.267,0.156,0,0,1,4.686,1.1227,0.7008,0.65656,0.152889,0.6368,,0.0549,0.6072,5.4648,5.7312,0.953518,1.376,0.129577,0.135894,-0.006316676735877991,0.281076,1.7595,0.29986,0.685041,0.445164,,6.01474,-0.0000999029,-0.000679999,999,,,,"sa3019052"
"Hung-Leng Chang","PIT",0.0376,0.0829,0.0425,6.04125,0.2307,0.1637,0,0,1,4.658,1.1883,0.7147,0.67125,0.161111,0.5322,,0.0538,0.499,4.491,4.7898,0.937617,1.45,0.107128,0.114255,-0.007127515971660614,0.291822,1.7205,0.301062,0.672801,0.430209,,6.02092,-0.0000999029,-0.000679999,999,,,,"sa3019518"
"Marc Davis","WSN",0.0387,0.0829,0.049,5.83065,0.1903,0.1723,0,0,1,4.597,1.1034,0.688,0.64785,0.175444,0.5528,,0.0493,0.6155,5.5395,4.9752,1.11342,1.579,0.133892,0.120252,0.01363932341337204,0.276202,1.6562,0.289628,0.686385,0.389604,,6.02256,-0.0000999029,-0.000679999,999,,,,"sa3017722"
"Isaiah Lowe","SDP",0.0432,0.0777,0.0478,5.83056,0.2076,0.1686,0,0,1,4.562,1.1001,0.6857,0.64784,0.190556,0.5115,,0.0495,0.6513,5.8617,4.6035,1.27331,1.715,0.142766,0.112122,0.030644461512565613,0.274956,1.6116,0.287908,0.688492,0.363259,,6.0241,-0.0000999029,-0.000679999,999,,,,"sa3020864"
"Antwone Kelly","PIT",0.038,0.0834,0.0451,6.00966,0.1985,0.1705,0,0,1,4.665,1.1586,0.7107,0.66774,0.160667,0.5735,,0.047,0.5445,4.9005,5.1615,0.949433,1.446,0.11672,0.122937,-0.00621650367975235,0.286463,1.7321,0.298842,0.677695,0.421187,,6.02765,-0.0000999029,-0.000679999,999,,,,"sa3015489"
"Anthony Narvaez","MIN",0.0386,0.0811,0.0407,6.06438,0.2571,0.1581,0,0,1,4.65,1.1503,0.7143,0.67382,0.175333,0.5524,,0.0444,0.6034,5.4306,4.9716,1.09232,1.578,0.129763,0.118796,0.010967746376991272,0.2838,1.7027,0.297748,0.678272,0.391565,,6.02941,-0.0000999029,-0.000679999,999,,,,"sa3019521"
"Steven Echavarria","ATH",0.0392,0.0829,0.0506,5.80311,0.1754,0.1754,0,0,1,4.64,1.1116,0.6877,0.64479,0.154444,0.6027,,0.0494,0.5501,4.9509,5.4243,0.912726,1.39,0.118556,0.129892,-0.011336199939250946,0.278743,1.7143,0.291518,0.685278,0.418919,,6.03036,-0.0000999029,-0.000679999,999,,,,"sa3023560"
"Sebastian Keane","NYY",0.0436,0.0752,0.0439,5.75028,0.281,0.153,0,0,1,4.6,1.0866,0.6781,0.63892,0.188222,0.5275,,0.0631,0.6773,6.0957,4.7475,1.28398,1.694,0.147239,0.114674,0.032565221190452576,0.271013,1.6141,0.285755,0.693031,0.381613,,6.03057,-0.0000999029,-0.000679999,999,,,,"sa3020953"
"Chris Clark","LAA",0.0403,0.0817,0.0482,5.92902,0.1754,0.1754,0,0,1,4.617,1.1289,0.6999,0.65878,0.180778,0.5365,,0.0583,0.6348,5.7132,4.8285,1.18322,1.627,0.137492,0.116201,0.021290890872478485,0.280667,1.6654,0.295676,0.683631,0.409073,,6.03139,-0.0000999029,-0.000679999,999,,,,"sa3022874"
"Jose Chirinos","NYM",0.0432,0.0749,0.0424,5.79384,0.3024,0.1484,0,0,1,4.666,1.1074,0.6869,0.64376,0.161111,0.6105,,0.0515,0.6062,5.4558,5.4945,0.992957,1.45,0.129919,0.13084,-0.0009215623140335083,0.276573,1.7179,0.292363,0.690859,0.428483,,6.03452,-0.0000999029,-0.000679999,999,,,,"sa3018859"
"Jared Lyons","CIN",0.0405,0.0815,0.0469,5.99616,0.1754,0.1754,0,0,1,4.606,1.1174,0.7062,0.66624,0.197222,0.5406,,0.0427,0.7204,6.4836,4.8654,1.33259,1.775,0.156405,0.117369,0.03903603553771973,0.277774,1.658,0.296346,0.688767,0.398053,,6.03947,-0.0000999029,-0.000679999,999,,,,"sa3020483"
"Julio Mendez","MIA",0.0364,0.0815,0.0397,5.89032,0.3189,0.1449,0,0,1,4.692,1.142,0.6975,0.65448,0.153111,0.6204,,0.0453,0.5553,4.9977,5.5836,0.895068,1.378,0.11835,0.132225,-0.013874679803848267,0.283635,1.7624,0.298048,0.6879,0.417993,,6.04342,-0.0000999029,-0.000679999,999,,,,"sa3019580"
"Elvis Soto",,0.0398,0.0813,0.0455,5.97438,0.2051,0.1691,0,0,1,4.642,1.144,0.7058,0.66382,0.171222,0.5571,,0.0485,0.5814,5.2326,5.0139,1.04362,1.541,0.125248,0.120013,0.005234815180301666,0.283421,1.7011,0.296237,0.681064,0.410998,,6.04637,-0.0000999029,-0.000679999,999,,,,"sa3019556"
"Andres Diaz",,0.0394,0.0762,0.0336,6.021,0.3956,0.1286,0,0,1,4.644,1.1622,0.7105,0.669,0.173,0.5406,,0.0481,0.5674,5.1066,4.8654,1.04957,1.557,0.122179,0.116408,0.005770884454250336,0.286588,1.7028,0.29841,0.679378,0.407005,,6.04678,-0.0000999029,-0.000679999,999,,,,"sa3006159"
"Karson Milbrandt","MIA",0.0354,0.0868,0.0469,5.99679,0.1754,0.1754,0,0,1,4.651,1.1305,0.7078,0.66631,0.169667,0.58,,0.0463,0.602,5.418,5.22,1.03793,1.527,0.129435,0.124704,0.004730165004730225,0.28089,1.7105,0.295365,0.680735,0.401932,,6.04705,-0.0000999029,-0.000679999,999,,,,"sa3020659"
"Colby Langford","HOU",0.0427,0.0734,0.037,5.7825,0.3766,0.1326,0,0,1,4.686,1.0495,0.6833,0.6425,0.161,0.6937,,0.0557,0.7298,6.5682,6.2433,1.05204,1.449,0.15574,0.148037,0.0077037811279296875,0.266601,1.7432,0.291713,0.698313,0.391237,,6.04808,-0.0000999029,-0.000679999,999,,,,"sa3022800"
"Ian Koenig","SDP",0.0421,0.0793,0.0473,5.93136,0.1878,0.1728,0,0,1,4.577,1.142,0.6986,0.65904,0.187556,0.4977,,0.0446,0.5915,5.3235,4.4793,1.18847,1.688,0.129233,0.108739,0.020493775606155396,0.283045,1.6397,0.293166,0.683382,0.385813,,6.0486,-0.0000999029,-0.000679999,999,,,,"sa3020568"
"Walter Ford","SEA",0.0389,0.0819,0.0484,5.76837,0.2175,0.1665,0,0,1,4.567,1.1347,0.6808,0.64093,0.187333,0.4648,,0.05,0.5483,4.9347,4.1832,1.17965,1.686,0.120057,0.101774,0.01828334480524063,0.280021,1.5995,0.285647,0.687015,0.382706,,6.04961,-0.0000999029,-0.000679999,999,,,,"sa3022190"
"Juan Valera","BOS",0.0381,0.0833,0.0415,6.20874,0.1977,0.1707,0,0,1,4.7,1.1596,0.7337,0.68986,0.157,0.6256,,0.0525,0.5946,5.3514,5.6304,0.950448,1.413,0.126511,0.133106,-0.006595730781555176,0.288321,1.7852,0.306577,0.671713,0.441871,,6.05258,-0.0000999029,-0.000679999,999,,,,"sa3021570"
"Jorge Marcheco","LAA",0.0415,0.0801,0.0492,5.8437,0.1837,0.1737,0,0,1,4.509,1.1287,0.6859,0.6493,0.210778,0.4062,,0.0545,0.6169,5.5521,3.6558,1.51871,1.897,0.136815,0.0900865,0.046728767454624176,0.278808,1.5349,0.285014,0.684782,0.348383,,6.05489,-0.0000999029,-0.000679999,999,,,,"sa3018025"
"Nate Savino","ARI",0.041,0.0805,0.0431,6.15375,0.1878,0.1728,0,0,1,4.734,1.1686,0.7265,0.68375,0.152222,0.6312,,0.0558,0.5754,5.1786,5.6808,0.911597,1.37,0.121546,0.133333,-0.011787071824073792,0.288757,1.7998,0.306195,0.67644,0.412808,,6.05557,-0.0000999029,-0.000679999,999,,,,"sa3023565"
"Luke Young","WSN",0.0384,0.0806,0.042,5.85234,0.2826,0.1526,0,0,1,4.55,1.13,0.6885,0.65026,0.190222,0.4639,,0.0524,0.5662,5.0958,4.1751,1.22052,1.712,0.12444,0.101956,0.022483520209789276,0.28014,1.5939,0.286756,0.681988,0.36563,,6.05587,-0.0000999029,-0.000679999,999,,,,"sa3020819"
"Julio Goff",,0.0392,0.0807,0.0417,6.03162,0.2464,0.1604,0,0,1,4.618,1.1625,0.7105,0.67018,0.182111,0.5025,,0.0509,0.5688,5.1192,4.5225,1.13194,1.639,0.12317,0.108813,0.014356859028339386,0.286006,1.665,0.29586,0.676929,0.390013,,6.05652,-0.0000999029,-0.000679999,999,,,,"sa3009247"
"Melkis Hernandez","CLE",0.0388,0.0774,0.0356,5.92632,0.375,0.133,0,0,1,4.727,1.1304,0.7019,0.65848,0.153111,0.6563,,0.0498,0.6084,5.4756,5.9067,0.927015,1.378,0.128707,0.138841,-0.010133281350135803,0.281131,1.7867,0.299838,0.689925,0.423572,,6.05842,-0.0000999029,-0.000679999,999,,,,"sa3019148"
"Sadiel Baro","LAA",0.0405,0.077,0.0395,5.85495,0.3288,0.1428,0,0,1,4.651,1.1506,0.6935,0.65055,0.166889,0.5745,,0.0444,0.5668,5.1012,5.1705,0.986597,1.502,0.121866,0.123522,-0.0016555637121200562,0.28536,1.7251,0.298238,0.691673,0.425411,,6.05914,-0.0000999029,-0.000679999,999,,,,"sa3019136"
"Enniel Cortez","MIL",0.0391,0.082,0.0444,6.02703,0.2059,0.1689,0,0,1,4.608,1.1547,0.7092,0.66967,0.191222,0.4948,,0.0477,0.6085,5.4765,4.4532,1.22979,1.721,0.132053,0.107378,0.02467448264360428,0.284024,1.6495,0.295022,0.680495,0.384264,,6.06287,-0.0000999029,-0.000679999,999,,,,"sa3021525"
"Hunter Kublick","STL",0.0403,0.0776,0.0401,5.89338,0.314,0.146,0,0,1,4.651,1.1464,0.6979,0.65482,0.161889,0.5758,,0.0444,0.5336,4.8024,5.1822,0.926711,1.457,0.114728,0.123801,-0.009073324501514435,0.28441,1.7222,0.295178,0.684896,0.423649,,6.06444,-0.0000999029,-0.000679999,999,,,,"sa3022879"
"Cristian Nunez","BOS",0.0377,0.0821,0.0376,6.25968,0.2538,0.1588,0,0,1,4.672,1.1927,0.7386,0.69552,0.166222,0.5517,,0.058,0.5434,4.8906,4.9653,0.984956,1.496,0.11631,0.118086,-0.0017765387892723083,0.293602,1.7444,0.306167,0.665349,0.43181,,6.06967,-0.0000999029,-0.000679999,999,,,,"sa3019130"
"Riley Cooper","BAL",0.0434,0.0724,0.0374,5.77206,0.3816,0.1316,0,0,1,4.643,1.1265,0.6829,0.64134,0.167556,0.578,,0.0454,0.5706,5.1354,5.202,0.987197,1.508,0.122895,0.124488,-0.0015937983989715576,0.280252,1.7045,0.292232,0.695003,0.401403,,6.0737,-0.0000999029,-0.000679999,999,,,,"sa3023503"
"Riley Cornelio","WSN",0.0385,0.0836,0.0498,5.84379,0.1754,0.1754,0,0,1,4.6,1.1267,0.6912,0.64931,0.172333,0.5462,,0.042,0.5483,4.9347,4.9158,1.00384,1.551,0.119196,0.118739,0.00045653432607650757,0.280847,1.6729,0.289978,0.68572,0.411574,,6.07481,-0.0000999029,-0.000679999,999,,,,"sa3020830"
"Walin Castillo","MIA",0.0343,0.0865,0.042,6.09444,0.2241,0.1651,0,0,1,4.65,1.1974,0.7206,0.67716,0.168333,0.5199,,0.0471,0.4897,4.4073,4.6791,0.941912,1.515,0.105312,0.111806,-0.006494626402854919,0.293265,1.7173,0.30046,0.672704,0.43005,,6.07641,-0.0000999029,-0.000679999,999,,,,"sa3019280"
"Juan Amarante","PHI",0.0434,0.0744,0.0419,5.76819,0.3131,0.1461,0,0,1,4.654,1.1058,0.6835,0.64091,0.161,0.6286,,0.0438,0.5991,5.3919,5.6574,0.95307,1.449,0.128728,0.135067,-0.006338626146316528,0.277728,1.7344,0.29328,0.696422,0.419216,,6.07848,-0.0000999029,-0.000679999,999,,,,"sa3019048"
"Ryan Cardona","CIN",0.041,0.0802,0.0462,5.93307,0.201,0.17,0,0,1,4.595,1.0937,0.6984,0.65923,0.200333,0.5422,,0.0483,0.7319,6.5871,4.8798,1.34987,1.803,0.159282,0.117998,0.04128400236368179,0.273118,1.6359,0.290784,0.691661,0.386101,,6.07851,-0.0000999029,-0.000679999,999,,,,"sa3017470"
"Wilber Dotel","PIT",0.038,0.0841,0.0463,6.02451,0.1754,0.1754,0,0,1,4.658,1.1399,0.7108,0.66939,0.167889,0.5726,,0.0516,0.5714,5.1426,5.1534,0.997904,1.511,0.122671,0.122928,-0.00025762617588043213,0.282587,1.7125,0.29504,0.67799,0.398123,,6.07884,-0.0000999029,-0.000679999,999,,,,"sa3015163"
"Candido Cuevas","NYM",0.0426,0.0724,0.035,5.81643,0.4113,0.1253,0,0,1,4.701,1.0827,0.6894,0.64627,0.157556,0.6731,,0.0507,0.6527,5.8743,6.0579,0.969692,1.418,0.138843,0.143182,-0.004339501261711121,0.272227,1.7558,0.292125,0.694623,0.423528,,6.0807,-0.0000999029,-0.000679999,999,,,,"sa3018305"
"Oswald Medina",,0.0394,0.0827,0.0464,6.02145,0.1754,0.1754,0,0,1,4.593,1.2004,0.7109,0.66905,0.183,0.4481,,0.0476,0.4759,4.2831,4.0329,1.06204,1.647,0.103614,0.0975615,0.006052687764167786,0.292973,1.6485,0.295893,0.673418,0.409997,,6.08078,-0.0000999029,-0.000679999,999,,,,"sa3015928"
"Alex Ayala Jr.",,0.0413,0.0783,0.0448,5.81877,0.2546,0.1586,0,0,1,4.648,1.1169,0.6873,0.64653,0.168222,0.576,,0.0565,0.584,5.256,5.184,1.01389,1.514,0.125645,0.123924,0.0017211735248565674,0.278147,1.6929,0.290713,0.690001,0.38899,,6.08287,-0.0000999029,-0.000679999,999,,,,"sa3017141"
"Drew Gray","CHC",0.0431,0.0788,0.0518,5.73957,0.1754,0.1754,0,0,1,4.728,1.0241,0.6792,0.63773,0.152889,0.7669,,0.0518,0.7635,6.8715,6.9021,0.995567,1.376,0.161485,0.162204,-0.0007191300392150879,0.261965,1.791,0.291092,0.705029,0.393027,,6.08314,-0.0000999029,-0.000679999,999,,,,"sa3017964"
"Levi Thomas",,0.0397,0.0729,0.0279,5.98374,0.4987,0.1067,0,0,1,4.676,1.1229,0.7064,0.66486,0.167222,0.6157,,0.046,0.6203,5.5827,5.5413,1.00747,1.505,0.132656,0.131672,0.0009837448596954346,0.279725,1.7386,0.296171,0.68608,0.404009,,6.08487,-0.0000999029,-0.000679999,999,,,,"sa3014801"
"Engel Daniel Peralta","HOU",0.0408,0.0723,0.0283,5.99598,0.4805,0.1105,0,0,1,4.666,1.1093,0.7081,0.66622,0.168222,0.6243,,0.0495,0.6439,5.7951,5.6187,1.0314,1.514,0.137998,0.133798,0.004200592637062073,0.277867,1.7336,0.295929,0.684539,0.411942,,6.08697,-0.0000999029,-0.000679999,999,,,,"sa3019538"
"Carlos Jimenez","PIT",0.0376,0.0791,0.0345,6.0084,0.3601,0.1361,0,0,1,4.76,1.091,0.7113,0.6676,0.144,0.7408,,0.0549,0.6689,6.0201,6.6672,0.902943,1.296,0.140525,0.15563,-0.01510503888130188,0.275206,1.8318,0.300501,0.687339,0.43019,,6.08778,-0.0000999029,-0.000679999,999,,,,"sa3008711"
"James Proctor","CIN",0.0394,0.0827,0.0453,6.07977,0.1754,0.1754,0,0,1,4.608,1.185,0.7181,0.67553,0.194111,0.4784,,0.0488,0.5918,5.3262,4.3056,1.23704,1.747,0.128429,0.103819,0.02460937201976776,0.290384,1.6634,0.300735,0.679268,0.433305,,6.08792,-0.0000999029,-0.000679999,999,,,,"sa3014804"
"Maddux Bruns","LAD",0.0476,0.074,0.052,5.72859,0.1754,0.1754,0,0,1,4.671,1.0409,0.6771,0.63651,0.170556,0.6726,,0.0663,0.7561,6.8049,6.0534,1.12415,1.535,0.161871,0.143995,0.017876267433166504,0.264719,1.7135,0.289589,0.702776,0.395868,,6.0882,-0.0000999029,-0.000679999,999,,,,"sa3017782"
"Kris Anglin",,0.0408,0.0792,0.0448,5.87394,0.2447,0.1607,0,0,1,4.668,1.1227,0.6939,0.65266,0.165667,0.603,,0.0477,0.5908,5.3172,5.427,0.979768,1.491,0.126564,0.129177,-0.0026135295629501343,0.279466,1.7257,0.293493,0.690737,0.395012,,6.09065,-0.0000999029,-0.000679999,999,,,,"sa3017612"
"Jake Bockenstedt","CHW",0.035,0.087,0.0476,5.92893,0.1837,0.1737,0,0,1,4.602,1.1406,0.6992,0.65877,0.187,0.5204,,0.0445,0.5996,5.3964,4.6836,1.15219,1.683,0.130291,0.113081,0.017209917306900024,0.28253,1.661,0.29337,0.687393,0.397897,,6.09298,-0.0000999029,-0.000679999,999,,,,"sa3023007"
"Jogly Garcia","CLE",0.0371,0.0835,0.0411,6.12153,0.2307,0.1637,0,0,1,4.68,1.1528,0.7221,0.68017,0.174556,0.5698,,0.0556,0.6075,5.4675,5.1282,1.06616,1.571,0.129808,0.121752,0.008055552840232849,0.284319,1.7226,0.298925,0.676826,0.40893,,6.0969,-0.0000999029,-0.000679999,999,,,,"sa3019633"
"Ross Dunn","MIN",0.039,0.0823,0.0444,6.03144,0.2051,0.1691,0,0,1,4.683,1.1511,0.711,0.67016,0.167333,0.5882,,0.0441,0.5678,5.1102,5.2938,0.965318,1.506,0.121247,0.125603,-0.004356183111667633,0.284173,1.7393,0.296711,0.683241,0.385549,,6.10311,-0.0000999029,-0.000679999,999,,,,"sa3023414"
"Israel Puello",,0.0397,0.0803,0.0421,6.00768,0.2447,0.1607,0,0,1,4.6,1.1286,0.7052,0.66752,0.192889,0.503,,0.0529,0.6189,5.5701,4.527,1.23042,1.736,0.134543,0.109348,0.025195643305778503,0.279073,1.6316,0.289487,0.680398,0.351987,,6.10394,-0.0000999029,-0.000679999,999,,,,"sa3006113"
"Samuel Sanchez","LAD",0.0446,0.0757,0.0441,5.99391,0.2233,0.1653,0,0,1,4.614,1.1565,0.7075,0.66599,0.185778,0.5214,,0.0443,0.5864,5.2776,4.6926,1.12466,1.672,0.127091,0.113004,0.014087550342082977,0.285675,1.6779,0.296302,0.684435,0.41274,,6.10589,-0.0000999029,-0.000679999,999,,,,"sa3021008"
"Rafael Gonzalez","HOU",0.0406,0.0727,0.0283,6.02496,0.4748,0.1118,0,0,1,4.683,1.1036,0.7114,0.66944,0.166444,0.6479,,0.0509,0.6596,5.9364,5.8311,1.01806,1.498,0.14085,0.138351,0.0024984031915664673,0.276994,1.7515,0.296741,0.684962,0.412947,,6.10746,-0.0000999029,-0.000679999,999,,,,"sa3020995"
"Lucas Gordon","CHW",0.0366,0.0856,0.0514,5.76171,0.1754,0.1754,0,0,1,4.647,1.1121,0.6824,0.64019,0.168222,0.6105,,0.0396,0.5978,5.3802,5.4945,0.979197,1.514,0.128642,0.131375,-0.0027329325675964355,0.278241,1.7226,0.292143,0.699487,0.413777,,6.10807,-0.0000999029,-0.000679999,999,,,,"sa3023036"
"Yoscar Pimentel","ARI",0.0395,0.0825,0.0409,6.30873,0.1754,0.1754,0,0,1,4.693,1.192,0.743,0.70097,0.167889,0.5612,,0.0541,0.5434,4.8906,5.0508,0.968282,1.511,0.115789,0.119582,-0.003792889416217804,0.292322,1.7532,0.304215,0.665413,0.404773,,6.10814,-0.0000999029,-0.000679999,999,,,,"sa3009599"
"Jorge De Leon","NYM",0.0426,0.0767,0.043,5.90589,0.2645,0.1565,0,0,1,4.683,1.08,0.6969,0.65621,0.171667,0.6417,,0.0511,0.6831,6.1479,5.7753,1.06452,1.545,0.145868,0.137028,0.008840486407279968,0.270663,1.7217,0.289699,0.691794,0.388268,,6.11035,-0.0000999029,-0.000679999,999,,,,"sa3016059"
"Quinton Low","MIL",0.039,0.079,0.038,6.01929,0.3131,0.1461,0,0,1,4.697,1.0968,0.7101,0.66881,0.171333,0.6535,,0.0516,0.6992,6.2928,5.8815,1.06993,1.542,0.148861,0.139131,0.00972960889339447,0.274756,1.7503,0.296494,0.688677,0.402184,,6.11071,-0.0000999029,-0.000679999,999,,,,"sa3017921"
"Christian Zazueta","LAD",0.0444,0.071,0.0334,5.94342,0.3997,0.1277,0,0,1,4.601,1.1301,0.6998,0.66038,0.191889,0.5197,,0.049,0.6268,5.6412,4.6773,1.20608,1.727,0.136231,0.112954,0.02327755093574524,0.280262,1.6498,0.291949,0.68783,0.385949,,6.11354,-0.0000999029,-0.000679999,999,,,,"sa3018867"
