id,name,pitches,pa,ab,bip,hits,singles,doubles,triples,hr,k,krate,bb,bbrate,whiffs,swings,ba,xba,obp,xobp,slg,xslg,woba,xwoba,babip,whiffrate,ev,langle,hhrate,barrels,barrelbbe,barrelpa,chaserate,krate_p,bbrate_p,xba_p,xslg_p,xwoba_p,whiffrate_p,ev_p,langle_p,hhrate_p,barrelbbe_p,chaserate_p
665953,Andrés Chaparro,1502,402,357,286,119,74,25,1,19,73,18.2,39,9.7,213,794,0.333,0.291,0.403,0.366,0.569,0.476,0.416,0.365,0.375,26.8,90.5,13.0,46.9,25,8.7,6.2,6.6,0.19732441471571907,0.3110367892976589,0.9816053511705686,0.9331103678929766,0.919732441471572,0.48494983277591974,0.8913043478260869,0.44481605351170567,0.9448160535117057,0.717391304347826,0.8494983277591973
663609,Luken Baker,1502,363,308,231,74,31,16,0,27,82,22.6,48,13.2,158,605,0.24,0.229,0.342,0.334,0.555,0.448,0.379,0.341,0.23,26.1,91.2,19.0,41.1,33,14.3,9.1,4.3,0.4882943143812709,0.7040133779264214,0.44816053511705684,0.8712374581939799,0.8110367892976589,0.4498327759197324,0.9548494983277592,0.8762541806020067,0.7140468227424749,0.9565217391304348,0.3210702341137124
682073,David Hensley,1498,357,302,213,70,42,20,1,7,89,24.9,54,15.1,105,519,0.232,0.246,0.35,0.365,0.374,0.36,0.326,0.328,0.306,20.2,91.2,1.0,47.9,12,5.6,3.4,2.5,0.6103678929765887,0.8411371237458194,0.6789297658862876,0.451505016722408,0.6705685618729097,0.16387959866220736,0.9548494983277592,0.0033444816053511705,0.9632107023411371,0.4230769230769231,0.033444816053511704
694376,Shay Whitcomb,1498,402,344,270,101,63,17,2,19,80,19.9,46,11.4,209,720,0.294,0.262,0.381,0.359,0.52,0.463,0.387,0.359,0.327,29.0,89.4,18.0,40.7,23,8.5,5.7,5.7,0.31605351170568563,0.5133779264214047,0.882943143812709,0.9096989966555183,0.903010033444816,0.6471571906354515,0.7357859531772575,0.81438127090301,0.68561872909699,0.6939799331103679,0.6923076923076923
680728,Adrian Del Castillo,1495,403,360,292,112,55,33,3,21,69,17.1,38,9.4,158,695,0.311,0.291,0.382,0.364,0.594,0.521,0.415,0.38,0.336,22.7,90.4,16.0,46.6,33,11.3,8.2,5.4,0.13879598662207357,0.28762541806020064,0.9816053511705686,0.9732441471571907,0.959866220735786,0.27424749163879597,0.8779264214046822,0.6638795986622074,0.9364548494983278,0.8729096989966555,0.6237458193979933
676625,Rylan Bannon,1492,366,294,214,75,44,15,1,15,82,22.4,66,18.0,201,670,0.255,0.221,0.396,0.372,0.466,0.36,0.379,0.336,0.302,30.0,88.5,15.0,41.6,13,6.1,3.6,4.6,0.47491638795986624,0.9581939799331104,0.33444816053511706,0.451505016722408,0.7357859531772575,0.7107023411371237,0.5719063545150501,0.5919732441471572,0.7341137123745819,0.48494983277591974,0.4013377926421405
682239,Luke Ritter,1485,375,321,213,82,47,15,1,19,109,29.1,44,11.7,234,674,0.255,0.246,0.36,0.352,0.486,0.47,0.368,0.358,0.325,34.7,90.1,9.0,45.1,33,15.5,8.8,5.3,0.8344481605351171,0.5451505016722408,0.6789297658862876,0.9247491638795987,0.8996655518394648,0.8963210702341137,0.8377926421404682,0.18394648829431437,0.8779264214046822,0.9732441471571907,0.5886287625418061
695657,Colson Montgomery,1484,359,304,200,66,39,14,1,12,106,29.5,44,12.3,175,650,0.217,0.215,0.33,0.329,0.388,0.358,0.32,0.311,0.287,26.9,86.7,18.0,38.0,19,9.5,5.3,3.6,0.8494983277591973,0.6086956521739131,0.2608695652173913,0.4331103678929766,0.4866220735785953,0.49331103678929766,0.2826086956521739,0.81438127090301,0.5501672240802675,0.7959866220735786,0.17224080267558528
687957,Dustin Harris,1478,367,317,242,88,68,12,2,6,81,22.1,39,10.6,146,657,0.278,0.236,0.36,0.327,0.385,0.323,0.33,0.295,0.347,22.2,83.6,17.0,22.3,8,3.3,2.2,5.7,0.46321070234113715,0.4096989966555184,0.5752508361204013,0.25418060200668896,0.2792642140468227,0.2491638795986622,0.030100334448160536,0.7391304347826086,0.043478260869565216,0.1956521739130435,0.6923076923076923
668472,Nick Pratto,1475,348,302,208,72,45,12,1,14,98,28.2,41,11.8,197,662,0.238,0.22,0.328,0.313,0.424,0.349,0.328,0.295,0.299,29.8,88.2,18.0,37.5,16,7.7,4.6,4.9,0.794314381270903,0.5551839464882943,0.3210702341137124,0.40635451505016723,0.2792642140468227,0.7040133779264214,0.5250836120401338,0.81438127090301,0.5267558528428093,0.6304347826086957,0.4765886287625418
694359,Niko Kavadas,1468,321,253,149,70,34,19,0,17,107,33.3,57,17.8,163,493,0.277,0.223,0.421,0.38,0.553,0.504,0.418,0.382,0.402,33.1,92.5,19.0,55.7,30,20.1,9.3,3.1,0.9548494983277592,0.9515050167224081,0.3779264214046823,0.9665551839464883,0.9682274247491639,0.8361204013377926,0.9966555183946488,0.8762541806020067,0.9966555183946488,1.0,0.08528428093645485
681393,Connor Norby,1467,375,320,220,95,57,21,1,16,104,27.7,47,12.5,210,729,0.297,0.244,0.389,0.345,0.519,0.421,0.391,0.336,0.387,28.8,87.7,16.0,35.0,23,10.5,6.1,6.5,0.7775919732441472,0.6287625418060201,0.6605351170568562,0.8177257525083612,0.7357859531772575,0.6304347826086957,0.4431438127090301,0.6638795986622074,0.41471571906354515,0.8595317725752508,0.8361204013377926
681146,Jonah Bride,1461,330,262,209,70,44,14,1,11,56,17.0,60,18.2,79,486,0.267,0.252,0.409,0.398,0.454,0.373,0.381,0.349,0.298,16.3,87.2,7.0,36.4,12,5.7,3.6,3.1,0.13377926421404682,0.9632107023411371,0.7625418060200669,0.5418060200668896,0.8712374581939799,0.05351170568561873,0.36789297658862874,0.10033444816053512,0.46321070234113715,0.4331103678929766,0.08528428093645485
671117,Darren Baker,1459,370,334,266,91,76,13,2,0,70,18.9,34,9.2,126,646,0.272,0.262,0.338,0.331,0.323,0.321,0.298,0.296,0.342,19.5,86.1,2.0,29.3,1,0.4,0.3,6.1,0.2408026755852843,0.26588628762541805,0.882943143812709,0.23244147157190637,0.2976588628762542,0.14715719063545152,0.20735785953177258,0.008361204013377926,0.18394648829431437,0.010033444816053512,0.7725752508361204
686555,Isaac Collins,1455,359,299,229,82,42,25,5,10,73,20.3,49,13.6,106,556,0.274,0.243,0.387,0.364,0.492,0.392,0.381,0.341,0.329,19.1,89.0,15.0,38.0,15,6.6,4.2,3.1,0.3311036789297659,0.7274247491638796,0.6521739130434783,0.637123745819398,0.8110367892976589,0.12207357859531773,0.6638795986622074,0.5919732441471572,0.5501672240802675,0.5301003344481605,0.08528428093645485
677588,José Tena,1453,381,348,250,101,65,17,2,17,99,26.0,30,7.9,221,744,0.29,0.261,0.349,0.323,0.497,0.446,0.365,0.333,0.361,29.7,91.5,5.0,52.4,21,8.4,5.5,5.7,0.6822742474916388,0.1605351170568562,0.8745819397993311,0.862876254180602,0.7190635451505016,0.6956521739130435,0.9632107023411371,0.048494983277591976,0.9933110367892977,0.6839464882943144,0.6923076923076923
676946,Matthew Batten,1450,380,330,259,84,57,20,3,4,79,20.8,37,9.7,140,606,0.255,0.233,0.332,0.317,0.37,0.3,0.31,0.281,0.314,23.1,86.0,15.0,34.7,3,1.2,0.8,5.4,0.36789297658862874,0.3110367892976589,0.5301003344481605,0.12876254180602006,0.17558528428093645,0.28762541806020064,0.1956521739130435,0.5919732441471572,0.4013377926421405,0.046822742474916385,0.6237458193979933
664702,Myles Straw,1441,365,323,251,77,58,12,6,1,74,20.3,39,10.7,85,590,0.238,0.254,0.321,0.335,0.322,0.324,0.289,0.298,0.304,14.4,87.5,8.0,34.3,2,0.8,0.5,4.2,0.3311036789297659,0.42642140468227424,0.7859531772575251,0.26588628762541805,0.3193979933110368,0.020066889632107024,0.4080267558528428,0.13879598662207357,0.36454849498327757,0.028428093645484948,0.29431438127090304
681230,BJ Murray Jr.,1428,352,298,215,61,40,10,0,11,85,24.1,50,14.2,172,624,0.205,0.211,0.321,0.327,0.349,0.3,0.303,0.29,0.245,27.6,87.0,12.0,34.0,8,3.7,2.3,4.5,0.568561872909699,0.7725752508361204,0.22909698996655517,0.12876254180602006,0.23578595317725753,0.5484949832775919,0.32608695652173914,0.3729096989966555,0.35451505016722407,0.23411371237458195,0.38127090301003347
664731,P.J. Higgins,1425,372,333,238,85,57,21,0,7,98,26.3,32,8.6,200,698,0.255,0.219,0.325,0.296,0.381,0.32,0.312,0.277,0.338,28.7,87.9,14.0,31.5,10,4.2,2.7,6.1,0.7023411371237458,0.2140468227424749,0.3010033444816054,0.22240802675585283,0.12709030100334448,0.6187290969899666,0.4765886287625418,0.5167224080267558,0.25585284280936454,0.27424749163879597,0.7725752508361204
682650,Malcom Nuñez,1422,350,307,249,79,56,14,0,9,67,19.1,30,8.6,148,629,0.257,0.256,0.323,0.326,0.391,0.383,0.312,0.314,0.292,23.5,87.5,12.0,39.4,14,5.6,4.0,6.3,0.25585284280936454,0.2140468227424749,0.8160535117056856,0.5852842809364549,0.5317725752508361,0.30434782608695654,0.4080267558528428,0.3729096989966555,0.6120401337792643,0.4230769230769231,0.7926421404682275
677941,Jordyn Adams,1417,383,339,240,87,60,18,3,6,103,26.9,36,9.4,220,728,0.257,0.213,0.328,0.29,0.381,0.309,0.313,0.271,0.346,30.2,86.5,10.0,31.7,12,5.0,3.1,5.5,0.7374581939799331,0.28762541806020064,0.2508361204013378,0.1505016722408027,0.08528428093645485,0.7207357859531772,0.24581939799331104,0.22408026755852842,0.26755852842809363,0.342809364548495,0.6588628762541806
688760,Blaine Crim,1414,375,317,252,79,51,19,1,8,68,18.1,49,13.1,165,646,0.249,0.256,0.357,0.365,0.391,0.396,0.334,0.34,0.291,25.5,89.2,15.0,40.5,16,6.3,4.3,6.9,0.18896321070234115,0.6956521739130435,0.8160535117056856,0.6605351170568562,0.794314381270903,0.40301003344481606,0.6939799331103679,0.5919732441471572,0.6722408026755853,0.4916387959866221,0.8862876254180602
546991,Albert Almora Jr.,1413,394,356,299,104,69,26,2,7,61,15.5,31,7.9,148,710,0.292,0.249,0.35,0.314,0.435,0.334,0.342,0.29,0.332,20.8,86.6,11.0,32.1,6,2.0,1.5,6.4,0.0802675585284281,0.1605351170568562,0.7324414715719063,0.3494983277591973,0.23578595317725753,0.17892976588628762,0.2625418060200669,0.28762541806020064,0.28762541806020064,0.08528428093645485,0.8160535117056856
687859,Troy Johnston,1411,409,369,306,106,73,24,3,6,65,15.9,30,7.3,159,747,0.287,0.274,0.352,0.342,0.417,0.387,0.338,0.323,0.333,21.3,86.7,9.0,33.7,10,3.3,2.4,6.4,0.09698996655518395,0.11371237458193979,0.9414715719063546,0.6187290969899666,0.6220735785953178,0.19063545150501673,0.2826086956521739,0.18394648829431437,0.3411371237458194,0.1956521739130435,0.8160535117056856
690291,Jace Jung,1408,332,271,197,72,39,19,1,13,78,23.5,54,16.3,168,587,0.266,0.235,0.387,0.363,0.487,0.417,0.379,0.345,0.321,28.6,87.7,16.0,35.5,18,9.1,5.4,3.8,0.5267558528428093,0.8979933110367893,0.5618729096989966,0.7892976588628763,0.8411371237458194,0.6103678929765887,0.4431438127090301,0.6638795986622074,0.4331103678929766,0.7591973244147158,0.2040133779264214
678894,Liover Peguero,1406,359,320,243,80,53,17,3,7,84,23.4,31,8.6,206,653,0.25,0.219,0.312,0.29,0.388,0.319,0.305,0.274,0.309,31.5,87.9,11.0,37.0,9,3.7,2.5,5.5,0.5183946488294314,0.2140468227424749,0.3010033444816054,0.21237458193979933,0.10535117056856187,0.7926421404682275,0.4765886287625418,0.28762541806020064,0.4916387959866221,0.23411371237458195,0.6588628762541806
687208,Nathan Hickey,1397,319,266,165,55,31,14,1,9,105,32.9,47,14.7,184,536,0.207,0.221,0.326,0.342,0.368,0.382,0.31,0.325,0.295,34.3,90.3,17.0,45.5,14,8.5,4.4,3.9,0.9464882943143813,0.8193979933110368,0.33444816053511706,0.5769230769230769,0.6521739130434783,0.882943143812709,0.8662207357859532,0.7391304347826086,0.8913043478260869,0.6939799331103679,0.225752508361204
695336,Thomas Saggese,1391,365,331,247,80,49,16,3,12,87,23.8,23,6.3,178,738,0.242,0.229,0.304,0.293,0.417,0.37,0.314,0.292,0.289,24.1,87.8,18.0,38.5,13,5.3,3.6,8.0,0.5501672240802675,0.06020066889632107,0.44816053511705684,0.5167224080267558,0.25418060200668896,0.34448160535117056,0.459866220735786,0.81438127090301,0.580267558528428,0.3862876254180602,0.9615384615384616
605346,Jack López,1386,356,319,233,84,58,13,2,11,90,25.3,28,7.9,206,710,0.263,0.21,0.329,0.282,0.42,0.297,0.327,0.262,0.329,29.0,83.5,8.0,27.0,8,3.4,2.2,8.7,0.6354515050167224,0.1605351170568562,0.21070234113712374,0.10869565217391304,0.048494983277591976,0.6471571906354515,0.02508361204013378,0.13879598662207357,0.12040133779264214,0.21237458193979933,0.9782608695652174
682668,Luisangel Acuña,1386,405,376,313,100,77,13,5,5,64,15.8,26,6.4,154,719,0.266,0.234,0.316,0.286,0.367,0.327,0.301,0.273,0.308,21.4,87.9,4.0,35.5,12,3.8,3.0,7.3,0.08528428093645485,0.06521739130434782,0.5451505016722408,0.2976588628762542,0.09698996655518395,0.19732441471571907,0.4765886287625418,0.02508361204013378,0.4331103678929766,0.24414715719063546,0.9264214046822743
683357,Owen Caissie,1381,350,299,204,81,52,18,2,9,96,27.4,47,13.4,200,652,0.271,0.247,0.374,0.354,0.435,0.386,0.357,0.331,0.369,30.7,89.8,14.0,42.6,15,7.4,4.3,4.9,0.7725752508361204,0.7157190635451505,0.6939799331103679,0.6103678929765887,0.7006688963210702,0.7424749163879598,0.8010033444816054,0.5167224080267558,0.774247491638796,0.5936454849498328,0.4765886287625418
682927,Ronny Simon,1380,350,314,248,89,53,25,3,8,69,19.7,31,8.9,145,640,0.283,0.227,0.349,0.3,0.459,0.327,0.35,0.281,0.338,22.7,89.9,9.0,40.3,13,5.2,3.7,6.0,0.30267558528428096,0.2491638795986622,0.411371237458194,0.2976588628762542,0.17558528428093645,0.27424749163879597,0.81438127090301,0.18394648829431437,0.6505016722408027,0.36622073578595316,0.754180602006689
660758,Sandro Fabian,1370,368,332,290,93,56,23,2,12,44,12.0,28,7.6,118,666,0.28,0.281,0.345,0.347,0.47,0.42,0.353,0.337,0.291,17.7,86.3,14.0,34.1,15,5.2,4.1,7.5,0.04013377926421405,0.1354515050167224,0.959866220735786,0.8076923076923077,0.7525083612040134,0.08695652173913043,0.225752508361204,0.5167224080267558,0.35785953177257523,0.36622073578595316,0.9381270903010034
669200,Mason McCoy,1369,341,302,215,68,44,19,1,4,88,25.8,36,10.6,162,618,0.225,0.205,0.311,0.293,0.334,0.272,0.29,0.26,0.303,26.2,85.6,16.0,25.6,2,0.9,0.6,5.0,0.6655518394648829,0.4096989966555184,0.14381270903010032,0.03678929765886288,0.04180602006688963,0.459866220735786,0.1588628762541806,0.6638795986622074,0.09698996655518395,0.03678929765886288,0.5234113712374582
702616,Jackson Holliday,1367,328,251,181,68,34,24,0,10,72,22.0,73,22.3,142,517,0.271,0.229,0.436,0.404,0.486,0.402,0.404,0.364,0.339,27.5,90.1,8.0,47.5,15,8.3,4.6,2.7,0.4531772575250836,1.0,0.44816053511705684,0.705685618729097,0.9130434782608695,0.5451505016722408,0.8377926421404682,0.13879598662207357,0.9565217391304348,0.6739130434782609,0.0451505016722408
671976,Tristan Peters,1366,333,286,221,67,42,15,3,7,67,20.1,41,12.3,171,633,0.234,0.208,0.336,0.314,0.381,0.333,0.319,0.292,0.28,27.0,85.9,19.0,25.3,11,5.0,3.3,5.4,0.3210702341137124,0.6086956521739131,0.1806020066889632,0.3377926421404682,0.25418060200668896,0.5,0.18561872909698995,0.8762541806020067,0.08361204013377926,0.342809364548495,0.6237458193979933
680672,Luke Waddell,1358,337,295,252,71,51,14,4,2,47,13.9,31,9.2,100,620,0.241,0.24,0.321,0.322,0.336,0.323,0.294,0.292,0.276,16.1,85.5,11.0,26.6,4,1.6,1.2,4.6,0.06354515050167224,0.26588628762541805,0.6287625418060201,0.25418060200668896,0.25418060200668896,0.05016722408026756,0.1505016722408027,0.28762541806020064,0.11371237458193979,0.06521739130434782,0.4013377926421405
694425,Justice Bigbie,1351,353,304,238,77,52,21,1,3,69,19.5,41,11.6,159,609,0.253,0.251,0.348,0.35,0.359,0.383,0.317,0.328,0.315,26.1,89.7,6.0,42.4,13,5.5,3.7,5.0,0.28762541806020064,0.5367892976588629,0.7508361204013378,0.5852842809364549,0.6705685618729097,0.4498327759197324,0.7792642140468228,0.07190635451505016,0.7642140468227425,0.411371237458194,0.5234113712374582
665052,Griffin Conine,1340,345,305,207,82,46,18,1,17,100,29.0,35,10.1,240,675,0.269,0.249,0.348,0.331,0.502,0.466,0.366,0.344,0.342,35.6,90.1,11.0,44.0,24,11.6,7.0,5.1,0.8294314381270903,0.35618729096989965,0.7324414715719063,0.9163879598662207,0.8311036789297659,0.9230769230769231,0.8377926421404682,0.28762541806020064,0.8311036789297659,0.8862876254180602,0.5535117056856187
687478,Cam Devanney,1335,345,299,207,70,38,15,1,16,94,27.2,37,10.7,240,704,0.234,0.223,0.33,0.321,0.452,0.409,0.341,0.32,0.283,34.1,87.5,14.0,36.7,20,9.7,5.8,6.7,0.7692307692307693,0.42642140468227424,0.3779264214046823,0.754180602006689,0.5919732441471572,0.8729096989966555,0.4080267558528428,0.5167224080267558,0.4782608695652174,0.8076923076923077,0.862876254180602
694355,Tyler Gentry,1331,320,283,184,70,40,20,1,9,99,30.9,35,10.9,165,553,0.247,0.191,0.334,0.285,0.42,0.316,0.332,0.271,0.349,29.8,87.4,10.0,36.4,16,8.7,5.0,3.5,0.8996655518394648,0.451505016722408,0.056856187290969896,0.1806020066889632,0.08528428093645485,0.7040133779264214,0.39464882943143814,0.22408026755852842,0.46321070234113715,0.717391304347826,0.15384615384615385
680577,DaShawn Keirsey Jr.,1330,327,285,214,80,51,15,4,10,77,23.5,33,10.1,162,617,0.281,0.231,0.355,0.317,0.467,0.326,0.354,0.293,0.343,26.3,87.8,11.0,35.5,7,3.3,2.1,4.3,0.5267558528428093,0.35618729096989965,0.4882943143812709,0.2826086956521739,0.26755852842809363,0.46488294314381273,0.459866220735786,0.28762541806020064,0.4331103678929766,0.1956521739130435,0.3210702341137124
681962,Vinny Capra,1316,316,278,214,68,48,15,1,4,66,20.9,35,11.1,114,527,0.245,0.211,0.329,0.301,0.349,0.319,0.304,0.28,0.305,21.6,87.5,14.0,35.5,9,4.2,2.8,4.3,0.3745819397993311,0.48327759197324416,0.22909698996655517,0.21237458193979933,0.16220735785953178,0.21739130434782608,0.4080267558528428,0.5167224080267558,0.4331103678929766,0.27424749163879597,0.3210702341137124
670276,Cal Stevenson,1311,306,253,207,78,48,19,5,6,49,16.0,50,16.3,97,500,0.308,0.273,0.418,0.391,0.494,0.414,0.396,0.357,0.358,19.4,90.3,14.0,41.5,11,5.3,3.6,2.4,0.10869565217391304,0.8979933110367893,0.9331103678929766,0.7859531772575251,0.8963210702341137,0.13879598662207357,0.8662207357859532,0.5167224080267558,0.7290969899665551,0.3862876254180602,0.026755852842809364
676116,Ryan Noda,1309,293,226,141,49,22,12,2,13,86,29.4,62,21.2,185,525,0.217,0.196,0.392,0.378,0.46,0.362,0.376,0.34,0.281,35.2,87.8,17.0,39.7,14,9.9,4.8,3.2,0.8461538461538461,0.9933110367892977,0.08695652173913043,0.47491638795986624,0.794314381270903,0.9096989966555183,0.459866220735786,0.7391304347826086,0.6270903010033445,0.8127090301003345,0.10535117056856187
680693,Grant Lavigne,1299,323,274,182,64,38,10,3,13,94,29.1,41,12.7,216,594,0.234,0.231,0.344,0.342,0.434,0.407,0.342,0.333,0.302,36.4,88.5,10.0,44.0,17,9.3,5.3,3.8,0.8344481605351171,0.6538461538461539,0.4882943143812709,0.7424749163879598,0.7190635451505016,0.9464882943143813,0.5719063545150501,0.22408026755852842,0.8311036789297659,0.7709030100334449,0.2040133779264214
