id,name,pitches,pa,ab,bip,hits,singles,doubles,triples,hr,k,krate,bb,bbrate,whiffs,swings,ba,xba,obp,xobp,slg,xslg,woba,xwoba,babip,whiffrate,ev,langle,hhrate,barrels,barrelbbe,barrelpa,chaserate,krate_p,bbrate_p,xba_p,xslg_p,xwoba_p,whiffrate_p,ev_p,langle_p,hhrate_p,barrelbbe_p,chaserate_p
686765,Nick Sogard,1343,327,273,210,77,51,16,1,9,65,19.9,49,15.0,110,531,0.282,0.246,0.394,0.366,0.447,0.353,0.372,0.327,0.338,20.7,86.4,13.0,28.1,9,4.3,2.8,3.8,0.29369627507163326,0.830945558739255,0.7063037249283668,0.43123209169054444,0.6547277936962751,0.17621776504297995,0.2693409742120344,0.47277936962750716,0.16189111747851004,0.29656160458452724,0.2020057306590258
695657,Colson Montgomery,1335,327,276,183,59,35,12,1,11,95,29.1,41,12.5,156,587,0.214,0.219,0.328,0.335,0.384,0.365,0.318,0.316,0.279,26.6,87.6,18.0,39.9,18,9.8,5.5,3.3,0.8223495702005731,0.6532951289398281,0.3166189111747851,0.505730659025788,0.5515759312320917,0.47277936962750716,0.42120343839541546,0.8180515759312321,0.6418338108882522,0.8051575931232091,0.12320916905444126
694376,Shay Whitcomb,1324,355,307,237,95,58,16,2,19,74,20.8,39,11.0,194,645,0.309,0.269,0.392,0.359,0.56,0.483,0.407,0.363,0.349,30.1,89.4,18.0,41.4,23,9.7,6.5,5.7,0.3467048710601719,0.45988538681948427,0.9154727793696275,0.9512893982808023,0.9197707736389685,0.7034383954154728,0.7191977077363897,0.8180515759312321,0.6977077363896849,0.7994269340974212,0.6848137535816619
663905,Travis Blankenhorn,1317,337,297,206,67,34,16,1,16,92,27.3,33,9.8,199,685,0.226,0.205,0.315,0.298,0.448,0.386,0.332,0.301,0.268,29.1,89.3,18.0,40.8,23,11.2,6.8,6.1,0.7435530085959885,0.3237822349570201,0.18624641833810887,0.6045845272206304,0.39255014326647564,0.6232091690544412,0.7005730659025788,0.8180515759312321,0.6747851002865329,0.8638968481375359,0.7593123209169055
665953,Andrés Chaparro,1314,353,310,244,102,61,23,1,17,68,19.3,37,10.5,195,685,0.329,0.283,0.405,0.364,0.574,0.458,0.42,0.358,0.374,28.5,90.3,14.0,45.9,20,8.2,5.7,6.3,0.2707736389684814,0.3839541547277937,0.9627507163323782,0.8954154727793696,0.9040114613180515,0.5916905444126075,0.8538681948424068,0.5601719197707736,0.8968481375358166,0.6934097421203438,0.7994269340974212
687957,Dustin Harris,1311,322,279,215,72,57,7,2,6,69,21.4,33,10.2,129,573,0.258,0.232,0.342,0.324,0.362,0.324,0.315,0.294,0.316,22.5,83.6,17.0,21.9,8,3.7,2.5,5.5,0.3954154727793696,0.36103151862464183,0.49426934097421205,0.2808022922636103,0.3151862464183381,0.2693409742120344,0.024355300859598854,0.7535816618911175,0.03724928366762178,0.23638968481375358,0.6432664756446992
680728,Adrian Del Castillo,1309,351,312,254,101,50,31,3,17,59,16.8,34,9.7,133,610,0.324,0.298,0.396,0.373,0.606,0.528,0.426,0.387,0.354,21.8,91.1,16.0,48.8,30,11.8,8.5,5.4,0.14613180515759314,0.31805157593123207,0.9856733524355301,0.9856733524355301,0.9856733524355301,0.2349570200573066,0.9326647564469914,0.6977077363896849,0.9627507163323782,0.8939828080229226,0.6146131805157593
663609,Luken Baker,1308,317,269,200,64,26,13,0,25,74,23.3,41,12.9,139,528,0.238,0.224,0.338,0.328,0.565,0.451,0.381,0.339,0.223,26.3,91.7,19.0,41.0,30,15.0,9.5,4.6,0.5186246418338109,0.6876790830945558,0.38108882521489973,0.8710601719197708,0.7765042979942693,0.45702005730659023,0.9627507163323782,0.8839541547277937,0.6819484240687679,0.9570200573065902,0.39111747851002865
670870,Yunior Severino,1308,324,274,180,70,47,7,1,15,96,29.6,46,14.2,197,563,0.255,0.234,0.364,0.348,0.453,0.423,0.359,0.342,0.333,35.0,90.8,9.0,45.6,21,11.7,6.5,5.4,0.8424068767908309,0.7822349570200573,0.5257879656160458,0.8008595988538681,0.8008595988538681,0.8911174785100286,0.9111747851002865,0.1991404011461318,0.8896848137535817,0.8896848137535817,0.6146131805157593
670148,Nate Mondou,1308,333,278,221,78,49,18,6,5,61,18.3,43,12.9,132,634,0.281,0.253,0.387,0.365,0.442,0.342,0.365,0.322,0.338,20.8,86.1,15.0,27.1,5,2.3,1.5,5.9,0.2134670487106017,0.6876790830945558,0.7822349570200573,0.38108882521489973,0.6060171919770774,0.1819484240687679,0.2191977077363897,0.6318051575931232,0.12464183381088825,0.12177650429799428,0.7277936962750716
670231,John Rave,1301,316,274,207,78,44,18,2,14,71,22.5,37,11.7,130,534,0.285,0.24,0.367,0.333,0.518,0.401,0.38,0.325,0.332,24.3,87.4,12.0,34.3,19,9.2,6.0,4.1,0.4699140401146132,0.5444126074498568,0.6375358166189111,0.6819484240687679,0.6332378223495702,0.3495702005730659,0.3982808022922636,0.3982808022922636,0.3825214899713467,0.7693409742120344,0.2793696275071633
668472,Nick Pratto,1299,310,272,188,69,42,12,1,14,88,28.4,34,11.0,178,593,0.254,0.225,0.332,0.308,0.46,0.362,0.343,0.296,0.316,30.0,88.3,18.0,38.3,16,8.5,5.2,5.2,0.7822349570200573,0.45988538681948427,0.40114613180515757,0.49140401146131807,0.33954154727793695,0.6948424068767909,0.5487106017191977,0.8180515759312321,0.5558739255014327,0.7134670487106017,0.5644699140401146
664702,Myles Straw,1295,328,290,226,69,53,9,6,1,66,20.1,35,10.7,75,525,0.238,0.254,0.32,0.335,0.321,0.325,0.289,0.298,0.302,14.3,87.9,8.0,34.1,2,0.9,0.6,4.1,0.3194842406876791,0.41117478510028654,0.7994269340974212,0.28939828080229224,0.3681948424068768,0.022922636103151862,0.45988538681948427,0.15329512893982808,0.3753581661891118,0.03581661891117478,0.2793696275071633
681393,Connor Norby,1291,333,288,195,84,48,21,1,14,96,28.8,38,11.4,191,652,0.292,0.239,0.378,0.333,0.517,0.412,0.386,0.327,0.387,29.3,87.9,16.0,35.4,21,10.8,6.3,6.7,0.8051575931232091,0.5128939828080229,0.6160458452722063,0.7449856733524355,0.6547277936962751,0.6375358166189111,0.45988538681948427,0.6977077363896849,0.4269340974212034,0.8567335243553008,0.8452722063037249
