id,name,pitches,pa,ab,bip,hits,singles,doubles,triples,hr,k,krate,bb,bbrate,whiffs,swings,ba,xba,obp,xobp,slg,xslg,woba,xwoba,babip,whiffrate,ev,langle,hhrate,barrels,barrelbbe,barrelpa,chaserate,krate_p,bbrate_p,xba_p,xslg_p,xwoba_p,whiffrate_p,ev_p,langle_p,hhrate_p,barrelbbe_p,chaserate_p
683357,Owen Caissie,1289,329,280,189,78,50,18,2,8,92,28.0,45,13.7,188,598,0.279,0.241,0.383,0.352,0.443,0.376,0.365,0.327,0.387,31.4,89.7,13.0,41.8,14,7.4,4.3,4.9,0.7564469914040115,0.7521489971346705,0.6475644699140402,0.5673352435530086,0.6547277936962751,0.7636103151862464,0.7765042979942693,0.47277936962750716,0.7191977077363897,0.6117478510028653,0.4828080229226361
677956,Rece Hinds,1285,327,295,171,64,35,14,2,13,125,38.2,28,8.6,264,647,0.217,0.195,0.291,0.271,0.41,0.362,0.306,0.279,0.323,40.8,88.5,11.0,39.8,23,13.5,7.0,9.5,0.9871060171919771,0.22492836676217765,0.11174785100286533,0.49140401146131807,0.166189111747851,0.9856733524355301,0.5888252148997135,0.3223495702005731,0.6361031518624641,0.9340974212034384,0.9799426934097422
694359,Niko Kavadas,1284,279,218,126,59,30,15,0,14,94,33.7,51,18.3,134,420,0.271,0.221,0.423,0.386,0.532,0.488,0.414,0.38,0.402,31.9,92.5,18.0,55.6,24,19.0,8.6,3.0,0.9527220630372493,0.9656160458452722,0.34097421203438394,0.9584527220630372,0.9641833810888252,0.7822349570200573,0.9885386819484241,0.8180515759312321,0.994269340974212,1.0,0.08166189111747851
686555,Isaac Collins,1283,317,264,203,75,38,23,4,10,63,19.9,43,13.6,88,487,0.284,0.249,0.397,0.372,0.515,0.409,0.395,0.352,0.337,18.1,89.2,15.0,39.4,15,7.4,4.7,3.0,0.29369627507163326,0.7406876790830945,0.7349570200573066,0.7292263610315186,0.8739255014326648,0.1017191977077364,0.6905444126074498,0.6318051575931232,0.6303724928366762,0.6117478510028653,0.08166189111747851
681230,BJ Murray Jr.,1270,312,264,187,53,36,8,0,9,79,25.3,45,14.4,157,548,0.201,0.212,0.317,0.328,0.333,0.296,0.296,0.289,0.247,28.6,87.0,10.0,35.8,6,3.2,1.9,4.5,0.6217765042979942,0.7865329512893983,0.2593123209169054,0.1318051575931232,0.2679083094555874,0.5988538681948424,0.33954154727793695,0.24641833810888253,0.4455587392550143,0.18481375358166188,0.3667621776504298
671117,Darren Baker,1269,324,291,234,82,67,13,2,0,59,18.2,31,9.6,101,555,0.282,0.269,0.349,0.34,0.34,0.332,0.31,0.304,0.35,18.2,86.1,3.0,31.2,1,0.4,0.3,5.6,0.20773638968481375,0.3108882521489971,0.9154727793696275,0.3137535816618911,0.4297994269340974,0.10601719197707736,0.2191977077363897,0.024355300859598854,0.25358166189111747,0.014326647564469915,0.666189111747851
660766,Juan Yepez,1264,319,274,232,72,46,15,0,11,45,14.1,40,12.5,117,589,0.263,0.251,0.357,0.35,0.438,0.403,0.349,0.333,0.276,19.9,87.1,17.0,31.0,18,7.8,5.6,4.9,0.0659025787965616,0.6532951289398281,0.7550143266475645,0.6876790830945558,0.7220630372492837,0.1504297994269341,0.3553008595988539,0.7535816618911175,0.24785100286532952,0.6532951289398281,0.4828080229226361
687208,Nathan Hickey,1263,289,240,148,50,28,12,1,9,96,33.2,43,14.9,164,474,0.208,0.224,0.329,0.346,0.379,0.383,0.316,0.327,0.295,34.6,90.5,16.0,46.6,12,8.1,4.2,3.7,0.9398280802292264,0.8209169054441261,0.38108882521489973,0.5931232091690545,0.6547277936962751,0.8753581661891118,0.8767908309455588,0.6977077363896849,0.9197707736389685,0.6891117478510028,0.1876790830945559
682650,Malcom Nuñez,1262,308,268,218,65,48,9,0,8,59,19.2,27,8.8,129,561,0.243,0.252,0.312,0.325,0.366,0.38,0.298,0.312,0.271,23.0,87.0,13.0,36.7,13,6.0,4.2,6.4,0.26504297994269344,0.24641833810888253,0.7693409742120344,0.5816618911174785,0.5157593123209169,0.28939828080229224,0.33954154727793695,0.47277936962750716,0.49570200573065903,0.4871060171919771,0.8151862464183381
677588,José Tena,1258,331,305,219,91,61,15,0,15,87,26.3,24,7.3,192,640,0.298,0.268,0.35,0.323,0.495,0.445,0.366,0.333,0.373,30.0,91.3,4.0,51.6,17,7.8,5.1,5.9,0.6962750716332379,0.12034383954154727,0.9011461318051576,0.8638968481375359,0.7220630372492837,0.6948424068767909,0.9455587392550143,0.03868194842406877,0.9856733524355301,0.6532951289398281,0.7277936962750716
676946,Matthew Batten,1257,329,286,225,75,51,19,2,3,66,20.1,33,10.0,116,511,0.262,0.236,0.343,0.325,0.374,0.305,0.319,0.289,0.324,22.7,86.1,14.0,36.0,3,1.3,0.9,5.0,0.3194842406876791,0.34097421203438394,0.5530085959885387,0.16332378223495703,0.2679083094555874,0.2793696275071633,0.2191977077363897,0.5601719197707736,0.4656160458452722,0.06303724928366762,0.5214899713467048
687859,Troy Johnston,1256,366,333,276,96,67,21,2,6,59,16.1,23,6.3,142,670,0.288,0.269,0.347,0.331,0.417,0.384,0.336,0.317,0.333,21.2,86.8,11.0,33.3,9,3.3,2.5,6.1,0.10744985673352435,0.06303724928366762,0.9154727793696275,0.5988538681948424,0.5616045845272206,0.19627507163323782,0.30515759312320917,0.3223495702005731,0.3467048710601719,0.1977077363896848,0.7593123209169055
546991,Albert Almora Jr.,1253,352,320,271,94,64,22,2,6,53,15.1,26,7.4,133,633,0.294,0.253,0.347,0.313,0.431,0.339,0.339,0.291,0.332,21.0,86.4,11.0,31.7,6,2.2,1.7,6.3,0.07736389684813753,0.1318051575931232,0.7822349570200573,0.35816618911174786,0.2822349570200573,0.18911174785100288,0.2693409742120344,0.3223495702005731,0.2722063037249284,0.11174785100286533,0.7994269340974212
688760,Blaine Crim,1249,336,287,227,65,41,16,1,7,62,18.5,41,12.2,150,582,0.226,0.243,0.333,0.349,0.362,0.388,0.313,0.329,0.264,25.8,89.0,16.0,40.1,15,6.6,4.5,7.1,0.23209169054441262,0.6060171919770774,0.6762177650429799,0.6189111747851003,0.6747851002865329,0.4340974212034384,0.660458452722063,0.6977077363896849,0.6532951289398281,0.5386819484240688,0.8954154727793696
682239,Luke Ritter,1246,320,276,183,68,37,14,1,16,94,29.4,37,11.6,198,579,0.246,0.235,0.347,0.337,0.478,0.457,0.359,0.346,0.311,34.2,90.2,8.0,46.4,28,15.3,8.8,5.4,0.835243553008596,0.5358166189111748,0.5415472779369628,0.8896848137535817,0.8237822349570201,0.8610315186246418,0.839541547277937,0.15329512893982808,0.9097421203438395,0.9684813753581661,0.6146131805157593
681962,Vinny Capra,1241,296,260,200,64,46,13,1,4,62,20.9,33,11.1,111,499,0.246,0.215,0.331,0.304,0.35,0.318,0.306,0.282,0.306,22.2,87.3,13.0,34.5,7,3.5,2.4,4.4,0.35673352435530087,0.47421203438395415,0.28796561604584525,0.2507163323782235,0.19197707736389685,0.2636103151862464,0.3853868194842407,0.47277936962750716,0.39255014326647564,0.2148997134670487,0.3438395415472779
656541,Sam Hilliard,1239,305,264,190,76,42,15,5,14,77,25.2,38,12.5,178,566,0.288,0.223,0.374,0.32,0.542,0.404,0.391,0.318,0.352,31.4,92.0,13.0,46.3,19,10.0,6.2,3.8,0.6131805157593123,0.6532951289398281,0.36103151862464183,0.6934097421203438,0.5716332378223495,0.7636103151862464,0.9742120343839542,0.47277936962750716,0.9025787965616046,0.8166189111747851,0.2020057306590258
664731,P.J. Higgins,1236,323,292,208,78,51,20,0,7,86,26.6,26,8.0,171,613,0.267,0.228,0.331,0.3,0.408,0.34,0.325,0.285,0.353,27.9,88.3,15.0,33.7,10,4.8,3.1,6.3,0.7163323782234957,0.16332378223495703,0.4455587392550143,0.3667621776504298,0.2148997134670487,0.5601719197707736,0.5487106017191977,0.6318051575931232,0.35816618911174786,0.3452722063037249,0.7994269340974212
642215,Weston Wilson,1233,295,251,183,59,31,11,0,17,73,24.7,39,13.2,149,534,0.235,0.199,0.332,0.306,0.482,0.335,0.35,0.291,0.253,27.9,88.3,18.0,33.3,11,6.0,3.7,5.3,0.5959885386819485,0.7148997134670487,0.1489971346704871,0.33810888252148996,0.2822349570200573,0.5601719197707736,0.5487106017191977,0.8180515759312321,0.3467048710601719,0.4871060171919771,0.5873925501432665
671976,Tristan Peters,1229,297,255,193,60,38,13,2,7,63,21.2,37,12.5,162,571,0.235,0.206,0.34,0.315,0.384,0.333,0.324,0.294,0.285,28.4,85.9,19.0,25.4,10,5.2,3.4,5.6,0.38108882521489973,0.6532951289398281,0.19627507163323782,0.32521489971346706,0.3151862464183381,0.5859598853868195,0.19054441260744986,0.8839541547277937,0.09742120343839542,0.3982808022922636,0.666189111747851
677941,Jordyn Adams,1220,331,295,206,68,50,12,1,5,93,28.1,29,8.8,203,631,0.231,0.198,0.3,0.272,0.329,0.289,0.281,0.255,0.313,32.2,86.0,11.0,29.6,11,5.3,3.3,5.6,0.7636103151862464,0.24641833810888253,0.14326647564469913,0.10601719197707736,0.045845272206303724,0.7922636103151862,0.2020057306590258,0.3223495702005731,0.2034383954154728,0.40830945558739257,0.666189111747851
